織 締 0.763 職 0.717 暗 0.707 識 0.671 繊 0.667 網 0.667 継 0.632 繕 0.600 組 0.598 紋 0.598
苗 藩 0.577 菓 0.577 黄 0.436 薄 0.436 蓄 0.436 異 0.436 芽 0.408 芳 0.408 芋 0.408 翼 0.408
摘 滴 0.900 敵 0.900 嫡 0.900 培 0.671 陪 0.645 部 0.645 接 0.645 剖 0.645 倍 0.645 辞 0.632
軟 陣 0.800 軸 0.800 軒 0.800 軌 0.800 轄 0.676 軽 0.676 転 0.676 揮 0.676 輪 0.632 輸 0.596
凡 処 0.408 疫 0.333 尽 0.333 図 0.333 勺 0.333 刃 0.333 国 0.289 述 0.258 昼 0.236 斥 0.204
遠 園 0.802 造 0.772 還 0.714 週 0.714 周 0.617 達 0.571 逓 0.571 超 0.571 裁 0.571 圧 0.567
知 矯 0.837 族 0.802 侯 0.802 短 0.798 疑 0.756 候 0.756 歓 0.717 権 0.717 擬 0.717 勧 0.717
除 斜 0.800 叙 0.800 徐 0.676 陰 0.507 絵 0.474 小 0.447 際 0.424 邦 0.400 険 0.365 院 0.338
緩 暖 0.822 援 0.822 経 0.577 授 0.577 組 0.546 紋 0.546 浮 0.546 係 0.546 縮 0.522 縦 0.522
罪 悲 0.750 扉 0.612 輩 0.567 買 0.250 罰 0.250 憲 0.250 罷 0.224 羅 0.204 置 0.204 寧 0.204
衰 哀 0.913 褒 0.500 衷 0.471 衣 0.471 享 0.471 裏 0.463 裂 0.463 亭 0.463 襲 0.433 装 0.433
泳 詠 0.730 氷 0.632 注 0.447 沢 0.447 水 0.447 漆 0.400 満 0.400 涯 0.400 洞 0.400 泣 0.400
譲 醸 0.843 嬢 0.843 壌 0.763 誤 0.516 賠 0.447 識 0.447 嚇 0.447 詰 0.424 証 0.424 訟 0.424
俵 依 0.500 債 0.408 作 0.354 休 0.354 伐 0.354 件 0.354 代 0.354 仙 0.354 他 0.354 仏 0.354
票 示 0.756 禁 0.676 宗 0.617 慰 0.571 崇 0.571 要 0.567 祭 0.504 斎 0.478 察 0.478 覇 0.429
愁 香 0.671 秀 0.671 季 0.671 委 0.671 菌 0.600 炎 0.447 森 0.447 想 0.447 惑 0.447 息 0.447
覆 要 0.500 各 0.385 覇 0.378 票 0.378 宿 0.378 懲 0.354 香 0.333 薦 0.333 習 0.333 皇 0.333
沈 浸 0.577 深 0.516 滑 0.471 滞 0.436 酒 0.408 淡 0.408 浅 0.408 汽 0.408 池 0.408 江 0.408
個 枯 0.612 故 0.612 湖 0.548 据 0.500 計 0.471 信 0.471 靴 0.463 呼 0.408 吐 0.408 保 0.408
疎 勅 0.612 践 0.463 跳 0.463 躍 0.433 踏 0.433 路 0.433 距 0.433 頼 0.408 雌 0.408 跡 0.408
引 沸 0.632 旧 0.408 張 0.408 弱 0.408 沖 0.354 強 0.354 弧 0.354 修 0.354 仲 0.354 神 0.316
舗 捨 0.717 浦 0.645 捕 0.645 吐 0.632 諭 0.598 詰 0.566 補 0.559 膨 0.559 塔 0.559 輸 0.527
枚 林 0.707 数 0.632 棚 0.500 桟 0.500 桃 0.500 村 0.500 材 0.500 杉 0.500 机 0.500 朴 0.500
謝 射 0.845 討 0.655 許 0.507 誘 0.463 談 0.436 語 0.436 詔 0.436 詐 0.436 訪 0.436 記 0.436
無 舞 0.333 焦 0.333 篤 0.289 照 0.289 魚 0.258 烈 0.258 点 0.258 黒 0.218 驚 0.218 蒸 0.218
崩 塑 0.471 青 0.408 脅 0.408 胃 0.408 肯 0.408 盟 0.408 岸 0.408 岩 0.408 筋 0.354 炭 0.354
循 彼 0.544 値 0.544 徒 0.471 待 0.471 径 0.471 役 0.447 街 0.422 植 0.408 復 0.408 後 0.408
是 晶 0.707 星 0.500 旨 0.500 冒 0.500 盟 0.408 昆 0.408 早 0.408 宴 0.408 定 0.408 香 0.354
械 林 0.577 機 0.436 棚 0.408 桟 0.408 桃 0.408 枚 0.408 村 0.408 材 0.408 杉 0.408 机 0.408
刷 制 0.667 創 0.471 刊 0.408 刈 0.408 漏 0.333 帽 0.333 帳 0.333 劇 0.333 別 0.333 釈 0.289
頻 順 0.717 煩 0.717 頒 0.671 項 0.671 頂 0.671 願 0.667 渉 0.645 頼 0.632 領 0.632 傾 0.632
運 連 0.913 載 0.617 庫 0.617 迅 0.471 退 0.408 迫 0.408 田 0.408 日 0.408 遇 0.365 述 0.365
俊 酸 0.833 唆 0.833 仏 0.577 統 0.544 後 0.500 銃 0.471 醜 0.463 魂 0.433 陵 0.433 微 0.433
契 実 0.500 毒 0.354 召 0.354 青 0.289 表 0.289 害 0.289 太 0.289 器 0.289 券 0.289 分 0.289
寒 具 0.567 呉 0.507 典 0.507 寡 0.504 碁 0.429 真 0.429 益 0.429 基 0.429 賓 0.401 誉 0.401
酸 唆 0.833 俊 0.833 醜 0.617 統 0.544 銃 0.471 魂 0.433 陵 0.433 酪 0.408 塊 0.387 融 0.369
教 酵 0.750 都 0.625 諸 0.589 拷 0.589 酷 0.577 致 0.535 域 0.535 緒 0.533 社 0.530 吐 0.530
衛 行 0.764 偉 0.707 街 0.639 衡 0.609 術 0.609 衝 0.540 訂 0.516 何 0.516 停 0.510 緯 0.481
盤 隻 0.354 冗 0.354 撃 0.333 盟 0.289 盗 0.289 文 0.289 支 0.289 怒 0.289 努 0.289 盆 0.250
括 話 0.800 活 0.800 乱 0.800 挿 0.671 呼 0.671 辞 0.596 据 0.548 計 0.516 招 0.516 拓 0.516
景 京 0.816 享 0.471 高 0.408 豪 0.408 照 0.408 晶 0.408 尚 0.408 音 0.365 哀 0.365 倉 0.365
併 瓶 0.833 塀 0.680 従 0.617 隊 0.548 位 0.548 滋 0.500 倍 0.500 縦 0.492 低 0.471 磁 0.463
滴 敵 0.900 摘 0.900 嫡 0.900 泣 0.707 培 0.671 陪 0.645 部 0.645 剖 0.645 倍 0.645 辞 0.632
凶 気 0.408 図 0.333 区 0.333 画 0.258 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000
基 碁 0.714 赤 0.571 真 0.571 志 0.567 吉 0.567 具 0.567 走 0.507 至 0.507 寺 0.507 壱 0.507
贈 憎 0.676 僧 0.676 韻 0.630 賜 0.571 顕 0.570 財 0.567 敗 0.567 則 0.567 賠 0.535 増 0.535
上 下 0.577 一 0.500 互 0.354 正 0.289 本 0.289 末 0.289 未 0.289 士 0.289 土 0.289 両 0.289
后 斤 0.612 逓 0.567 近 0.567 匠 0.567 逝 0.530 斥 0.530 圧 0.500 唐 0.500 同 0.500 可 0.500
碑 砕 0.548 砂 0.548 酷 0.500 硬 0.500 計 0.471 拓 0.471 轄 0.463 域 0.463 諸 0.408 礎 0.408
騒 蚊 0.667 独 0.612 強 0.612 蛇 0.548 胎 0.471 治 0.471 始 0.471 験 0.463 騎 0.463 濁 0.463
底 庁 0.730 応 0.671 床 0.671 座 0.632 麻 0.600 廊 0.600 広 0.600 摩 0.596 廉 0.596 庭 0.596
弔 弓 0.577 中 0.333 申 0.289 半 0.289 良 0.258 不 0.258 再 0.204 粛 0.183 齢 0.000 鼻 0.000
怖 惰 0.408 性 0.354 雄 0.289 悟 0.289 快 0.289 忙 0.289 帽 0.289 帳 0.289 刷 0.289 制 0.289
剛 綱 0.770 鋼 0.740 隊 0.447 満 0.447 瓶 0.408 滋 0.408 剖 0.408 併 0.408 網 0.402 端 0.378
厄 危 0.816 圧 0.500 后 0.500 底 0.447 産 0.408 斤 0.408 庁 0.408 厘 0.408 逓 0.378 近 0.378
閣 問 0.707 閲 0.378 闘 0.354 間 0.354 閑 0.354 閉 0.354 聞 0.354 石 0.354 処 0.354 慶 0.333
岩 碁 0.436 言 0.408 崩 0.408 品 0.408 呈 0.408 台 0.408 召 0.408 足 0.333 衷 0.333 聖 0.333
枯 故 0.750 湖 0.671 据 0.612 個 0.612 計 0.577 礎 0.500 燥 0.500 格 0.500 枠 0.500 枝 0.500
足 露 0.500 言 0.408 品 0.408 呈 0.408 台 0.408 召 0.408 衷 0.333 聖 0.333 架 0.333 怠 0.333
伴 畔 0.800 判 0.800 仁 0.632 候 0.447 修 0.447 伝 0.447 仲 0.447 僧 0.400 位 0.400 伸 0.400
妻 書 0.714 筆 0.668 争 0.668 妄 0.436 乏 0.436 芝 0.378 立 0.378 委 0.378 斎 0.359 音 0.338
鬼 窓 0.500 充 0.500 先 0.433 見 0.408 窮 0.408 窒 0.408 卑 0.408 兄 0.408 元 0.408 鼻 0.365
尾 尿 0.500 届 0.408 尽 0.408 尼 0.408 屈 0.354 遅 0.316 層 0.316 属 0.316 展 0.316 居 0.316
衆 盛 0.338 盟 0.258 盗 0.258 午 0.258 乏 0.258 香 0.224 芝 0.224 臭 0.224 習 0.224 秀 0.224
泉 習 0.671 皇 0.671 皆 0.600 百 0.600 楽 0.507 宿 0.507 薬 0.474 香 0.447 晶 0.447 昇 0.447
聖 呈 0.816 善 0.471 言 0.408 品 0.408 台 0.408 召 0.408 足 0.333 衷 0.333 羊 0.333 架 0.333
虚 虐 0.408 慮 0.333 迷 0.289 虜 0.289 膚 0.289 遅 0.258 遂 0.258 層 0.258 遵 0.236 虞 0.236
譜 識 0.589 謙 0.556 磁 0.504 膨 0.471 唱 0.471 隊 0.447 詳 0.447 詰 0.447 評 0.447 証 0.447
郡 群 0.756 津 0.571 糖 0.546 律 0.535 健 0.535 邦 0.507 浄 0.504 険 0.463 陪 0.463 酷 0.463
嗣 詞 0.833 伺 0.833 河 0.730 歌 0.730 何 0.730 飼 0.722 崎 0.667 騎 0.617 訂 0.548 論 0.500
鉢 鈴 0.778 銭 0.756 鈍 0.756 針 0.756 錯 0.738 錬 0.738 銅 0.738 鉛 0.707 鑑 0.704 鋳 0.674
寧 寄 0.500 予 0.500 亭 0.463 岳 0.433 哲 0.433 質 0.408 誓 0.408 憲 0.408 恵 0.408 念 0.408
跳 践 0.857 躍 0.802 踏 0.802 路 0.802 距 0.802 跡 0.756 踊 0.606 促 0.567 疎 0.463 雌 0.378
該 核 0.802 劾 0.802 刻 0.802 許 0.474 誘 0.433 談 0.408 語 0.408 詔 0.408 詐 0.408 訪 0.408
号 写 0.671 命 0.500 含 0.500 吉 0.500 合 0.500 豆 0.447 富 0.447 奇 0.447 啓 0.447 唇 0.447
偶 隅 0.800 仏 0.632 伝 0.447 細 0.400 嘱 0.400 僧 0.400 便 0.400 伸 0.400 仰 0.400 後 0.365
移 稚 0.750 科 0.750 秋 0.750 私 0.750 和 0.750 利 0.750 程 0.671 秘 0.671 秒 0.671 誘 0.612
険 検 0.833 剣 0.833 倹 0.833 験 0.772 吟 0.612 拾 0.548 陪 0.500 部 0.500 論 0.500 搭 0.500
老 者 0.772 孝 0.772 考 0.722 造 0.667 圧 0.612 在 0.548 起 0.500 赴 0.500 廷 0.500 周 0.500
消 削 0.833 硝 0.772 清 0.612 滑 0.500 浦 0.500 脳 0.463 絹 0.463 浮 0.463 能 0.408 猟 0.408
鈍 銭 0.857 針 0.857 鉛 0.802 錠 0.756 銘 0.756 銀 0.756 鉢 0.756 鈴 0.756 釣 0.756 鍛 0.717
圏 囲 0.354 困 0.354 団 0.354 囚 0.354 図 0.289 因 0.289 回 0.289 四 0.289 包 0.289 国 0.250
頑 順 0.717 煩 0.717 頒 0.671 項 0.671 頂 0.671 頼 0.632 領 0.632 傾 0.632 顧 0.600 類 0.600
媒 謀 0.671 楼 0.500 林 0.500 妹 0.500 桜 0.447 数 0.447 棋 0.408 棚 0.354 桟 0.354 桃 0.354
肖 宵 0.913 青 0.516 脅 0.516 胃 0.516 肯 0.516 当 0.516 尚 0.447 骨 0.400 育 0.400 肩 0.400
貞 貝 0.707 買 0.612 貫 0.612 貢 0.612 員 0.612 資 0.548 賀 0.548 貸 0.548 責 0.548 貧 0.548
冠 元 0.816 完 0.667 発 0.617 電 0.463 売 0.463 党 0.433 覚 0.408 見 0.408 兄 0.408 二 0.408
産 避 0.516 適 0.516 癖 0.516 廉 0.408 圧 0.408 后 0.408 厄 0.408 遂 0.365 底 0.365 痘 0.333
撮 取 0.775 捜 0.548 提 0.516 指 0.516 投 0.516 摂 0.447 搬 0.447 拍 0.447 担 0.447 押 0.447
課 謀 0.600 誘 0.548 裸 0.548 談 0.516 語 0.516 詔 0.516 詐 0.516 訪 0.516 記 0.516 託 0.516
吹 諮 0.707 歌 0.632 欲 0.632 炊 0.500 次 0.500 如 0.500 唱 0.500 唯 0.500 叫 0.500 加 0.500
精 清 0.612 楼 0.612 晴 0.612 料 0.612 情 0.612 棚 0.577 請 0.548 数 0.548 隣 0.500 粗 0.500
柄 納 0.535 検 0.463 機 0.429 核 0.429 林 0.378 朽 0.378 抹 0.378 妹 0.378 味 0.378 刺 0.378
珍 班 0.516 診 0.447 栓 0.447 球 0.365 現 0.365 銭 0.338 鈍 0.338 針 0.338 理 0.338 珠 0.338
克 兄 0.894 党 0.632 衷 0.516 喪 0.516 古 0.516 売 0.507 先 0.474 革 0.447 見 0.447 苦 0.447
今 念 0.866 含 0.866 琴 0.775 命 0.577 合 0.577 令 0.577 倉 0.516 舎 0.471 答 0.471 益 0.436
前 襲 0.577 豆 0.548 肩 0.548 塑 0.544 慈 0.500 喜 0.500 並 0.500 青 0.471 脅 0.471 胃 0.471
双 極 0.567 殺 0.500 殴 0.447 殻 0.408 怪 0.408 軽 0.378 坂 0.378 殿 0.354 径 0.354 奴 0.354
塑 喜 0.680 墜 0.630 前 0.544 志 0.500 吉 0.500 幸 0.471 崩 0.471 堕 0.471 走 0.447 豆 0.447
駐 注 0.671 柱 0.671 住 0.671 駅 0.600 駄 0.600 往 0.548 騰 0.447 駆 0.400 騒 0.365 験 0.338
幕 暮 0.894 募 0.800 慕 0.730 墓 0.676 草 0.447 英 0.447 替 0.447 晶 0.447 昔 0.447 寮 0.365
潟 漁 0.612 泡 0.500 汚 0.447 湯 0.408 渇 0.408 濁 0.378 鮮 0.354 酒 0.354 淡 0.354 浅 0.354
賞 員 0.667 常 0.630 賀 0.596 堂 0.589 党 0.589 貝 0.577 掌 0.556 貴 0.544 買 0.500 貫 0.500
勢 熱 0.909 先 0.640 塾 0.572 売 0.570 窒 0.503 志 0.452 吉 0.452 走 0.405 至 0.405 究 0.405
陥 旧 0.707 陽 0.500 晩 0.463 限 0.408 解 0.408 触 0.387 稲 0.387 陳 0.365 陣 0.365 神 0.365
巨 匿 0.516 臣 0.408 石 0.408 問 0.408 民 0.333 回 0.333 向 0.333 右 0.333 句 0.333 区 0.333
杯 株 0.548 租 0.500 植 0.500 糖 0.471 弱 0.471 穂 0.463 称 0.463 珠 0.463 殊 0.463 襟 0.433
固 居 0.600 回 0.516 園 0.474 適 0.424 造 0.365 周 0.365 遠 0.338 週 0.338 超 0.338 石 0.316
糾 維 0.800 紺 0.800 細 0.800 紡 0.800 紙 0.800 純 0.800 紅 0.800 紀 0.800 縁 0.730 紹 0.730
脂 明 0.816 指 0.667 腹 0.577 能 0.577 胆 0.577 混 0.577 晴 0.577 膜 0.516 朝 0.516 階 0.471
丈 更 0.500 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000 麻 0.000 麦 0.000 麗 0.000
再 申 0.354 工 0.354 由 0.250 甲 0.204 果 0.204 弔 0.204 中 0.204 車 0.177 東 0.177 更 0.177
頂 預 0.894 順 0.802 貯 0.802 煩 0.802 頒 0.750 項 0.750 頼 0.707 領 0.707 傾 0.707 顧 0.671
隣 楼 0.612 料 0.612 傑 0.612 数 0.548 精 0.500 粗 0.500 粒 0.500 粋 0.500 粉 0.500 降 0.471
閥 間 0.408 閑 0.408 閉 0.408 聞 0.408 戒 0.408 問 0.408 栽 0.333 閣 0.289 開 0.289 府 0.236
符 等 0.507 簿 0.474 簡 0.447 篤 0.447 算 0.447 筋 0.447 笛 0.447 箱 0.400 策 0.400 第 0.400
復 複 0.667 後 0.667 得 0.617 腹 0.612 伯 0.612 役 0.548 征 0.500 往 0.500 彼 0.500 行 0.463
披 波 0.750 破 0.671 被 0.612 彼 0.612 投 0.577 版 0.500 板 0.500 搬 0.500 抜 0.500 技 0.500
分 盆 0.866 貧 0.775 雰 0.655 貿 0.436 召 0.408 寡 0.385 貝 0.333 券 0.333 六 0.333 公 0.333
水 氷 0.707 承 0.500 漆 0.447 泳 0.447 救 0.447 詠 0.408 球 0.408 様 0.408 踏 0.354 緑 0.354
傷 陽 0.772 腸 0.772 湯 0.772 揚 0.772 場 0.668 但 0.567 借 0.507 殉 0.463 復 0.463 低 0.436
猶 狭 0.408 酢 0.354 酒 0.354 配 0.354 狂 0.354 猫 0.289 猛 0.289 酪 0.250 酔 0.250 酌 0.250
町 灯 0.750 打 0.750 訂 0.671 野 0.603 衡 0.603 漸 0.577 貯 0.567 行 0.567 祈 0.567 析 0.567
頼 瀬 0.949 順 0.756 煩 0.756 類 0.738 額 0.738 頒 0.707 項 0.707 頂 0.707 頭 0.704 領 0.667
弾 禅 0.857 戦 0.857 桜 0.507 獣 0.504 猟 0.504 渓 0.504 鶏 0.456 輝 0.456 脳 0.429 浮 0.429
所 祈 0.802 析 0.802 折 0.802 訴 0.671 浜 0.671 新 0.671 断 0.671 漸 0.612 町 0.530 炉 0.530
旅 旋 0.577 施 0.577 脈 0.447 派 0.447 旗 0.378 防 0.354 肪 0.354 族 0.354 放 0.354 妨 0.354
凍 棟 0.894 陳 0.800 欄 0.800 練 0.632 錬 0.566 根 0.447 林 0.447 押 0.447 岬 0.447 糧 0.424
桜 採 0.632 彩 0.632 穏 0.596 稲 0.566 脳 0.507 禅 0.507 浮 0.507 戦 0.507 悩 0.507 弾 0.507
鏡 銃 0.721 錯 0.702 鋭 0.669 境 0.669 鐘 0.667 銑 0.667 銀 0.647 鉢 0.647 鈴 0.647 銭 0.629
監 覧 0.632 堅 0.548 賢 0.365 蔵 0.365 緊 0.338 盛 0.338 益 0.338 三 0.316 盟 0.258 盗 0.258
酢 酒 0.500 配 0.500 昨 0.500 作 0.500 詐 0.408 酪 0.354 酔 0.354 酌 0.354 猶 0.354 酬 0.316
学 栄 0.833 労 0.833 蛍 0.722 営 0.722 覚 0.680 愛 0.577 受 0.577 巣 0.500 妥 0.500 単 0.500
臭 息 0.750 鼻 0.671 夏 0.612 首 0.530 憩 0.530 憂 0.530 窮 0.500 省 0.500 寡 0.500 導 0.474
詰 誌 0.913 吐 0.894 調 0.845 詩 0.845 計 0.775 諸 0.745 読 0.745 酷 0.730 猿 0.676 煙 0.676
襲 立 0.707 音 0.632 翌 0.632 衣 0.612 辛 0.577 意 0.577 前 0.577 裂 0.535 竜 0.535 帝 0.535
践 跳 0.857 躍 0.802 踏 0.802 路 0.802 距 0.802 跡 0.756 踊 0.606 促 0.567 疎 0.463 雌 0.378
郷 限 0.756 即 0.676 既 0.617 概 0.571 慨 0.571 眼 0.567 根 0.567 恨 0.567 浪 0.463 娘 0.463
培 境 0.746 陪 0.722 部 0.722 坑 0.722 剖 0.722 倍 0.722 辞 0.707 吐 0.707 滴 0.671 敵 0.671
陸 陵 0.935 洗 0.756 読 0.630 陛 0.617 銑 0.606 塊 0.598 堪 0.598 焼 0.571 暁 0.571 続 0.570
持 時 0.833 侍 0.833 詩 0.772 特 0.772 封 0.730 待 0.722 掛 0.667 捨 0.617 社 0.612 吐 0.612
技 肢 0.750 枝 0.750 岐 0.750 投 0.577 搬 0.500 挿 0.500 披 0.500 抜 0.500 扶 0.500 鼓 0.474
憂 夏 0.866 息 0.707 首 0.625 寡 0.589 導 0.559 臭 0.530 憩 0.500 愛 0.500 鼻 0.474 畳 0.474
載 連 0.676 運 0.617 厘 0.617 越 0.571 裁 0.571 者 0.571 庫 0.571 圧 0.567 在 0.507 造 0.463
予 寧 0.500 盛 0.463 亭 0.463 岳 0.433 哲 0.433 質 0.408 誓 0.408 兵 0.408 薪 0.369 暫 0.369
越 起 0.772 赴 0.772 超 0.714 趣 0.668 載 0.571 裁 0.571 圧 0.567 在 0.507 造 0.463 老 0.463
吏 史 0.707 口 0.500 事 0.500 一 0.500 西 0.354 互 0.354 虫 0.289 正 0.289 束 0.289 本 0.289
笑 器 0.471 管 0.433 筆 0.433 臭 0.408 簡 0.408 篤 0.408 算 0.408 筋 0.408 笛 0.408 奮 0.408
耗 耕 0.833 妹 0.612 味 0.612 株 0.548 珠 0.463 殊 0.463 林 0.408 朽 0.408 抹 0.408 体 0.408
辞 培 0.707 陪 0.680 部 0.680 剖 0.680 倍 0.680 呼 0.667 滴 0.632 敵 0.632 摘 0.632 嫡 0.632
加 勅 0.707 勤 0.632 如 0.500 唱 0.500 唯 0.500 吹 0.500 叫 0.500 協 0.500 談 0.408 語 0.408
貴 員 0.816 賀 0.730 貝 0.707 買 0.612 貫 0.612 貢 0.612 資 0.548 貸 0.548 責 0.548 貧 0.548
簿 薄 0.802 専 0.707 等 0.535 笛 0.530 符 0.474 範 0.471 準 0.408 箇 0.401 築 0.375 藩 0.354
故 枯 0.750 湖 0.671 敵 0.632 据 0.612 個 0.612 計 0.577 呼 0.500 吐 0.500 滴 0.474 摘 0.474
蓄 畜 0.926 玄 0.845 率 0.668 累 0.507 苗 0.436 繭 0.401 藩 0.378 菓 0.378 芸 0.378 芝 0.378
配 酢 0.500 酒 0.500 改 0.500 妃 0.500 記 0.408 酪 0.354 酔 0.354 酌 0.354 胞 0.354 猶 0.354
城 域 0.756 誠 0.707 街 0.632 封 0.596 坊 0.596 地 0.596 均 0.589 酷 0.544 掛 0.544 塚 0.544
秒 称 0.676 稚 0.671 移 0.671 科 0.671 秋 0.671 私 0.671 抄 0.671 妙 0.671 和 0.671 利 0.671
補 浦 0.722 捕 0.722 舗 0.559 初 0.530 複 0.433 裸 0.433 被 0.433 弱 0.408 裕 0.401 襟 0.375
江 酒 0.500 淡 0.500 浅 0.500 汽 0.500 池 0.500 汗 0.500 汁 0.500 濯 0.408 潤 0.408 漏 0.408
陣 軸 0.800 軟 0.800 軒 0.800 軌 0.800 轄 0.676 軽 0.676 転 0.676 揮 0.676 輪 0.632 陳 0.600
略 酪 0.750 格 0.750 絡 0.567 路 0.530 額 0.474 課 0.447 福 0.447 幅 0.447 副 0.447 碑 0.408
顧 順 0.717 煩 0.717 頒 0.671 項 0.671 頂 0.671 頼 0.632 領 0.632 傾 0.632 類 0.600 額 0.600
彩 採 0.875 穏 0.707 稲 0.671 浮 0.668 桜 0.632 隠 0.625 将 0.625 乳 0.625 瞬 0.589 渓 0.589
乳 浮 0.802 隠 0.625 採 0.625 彩 0.625 将 0.625 孔 0.612 穏 0.589 瞬 0.589 渓 0.589 揺 0.589
遷 過 0.378 速 0.378 慶 0.378 違 0.309 造 0.309 追 0.309 迭 0.309 療 0.309 還 0.286 遺 0.286
相 林 0.577 粗 0.471 租 0.471 植 0.471 積 0.408 眺 0.408 棚 0.408 桟 0.408 桃 0.408 枚 0.408
好 姓 0.500 妨 0.500 妃 0.500 如 0.500 奴 0.500 猛 0.408 孔 0.408 婚 0.408 姫 0.408 始 0.408
飼 詞 0.722 嗣 0.722 伺 0.722 河 0.632 歌 0.632 何 0.632 崎 0.577 騎 0.535 飲 0.530 飢 0.530
覇 革 0.756 要 0.567 衷 0.436 喪 0.436 古 0.436 票 0.429 覆 0.378 薦 0.378 苦 0.378 舌 0.378
争 書 0.668 妻 0.668 筆 0.625 急 0.530 色 0.354 号 0.354 魚 0.316 負 0.316 象 0.316 百 0.316
王 玉 0.577 齢 0.000 鼻 0.000 鼓 0.000 黙 0.000 黒 0.000 黄 0.000 麻 0.000 麦 0.000 麗 0.000
傍 位 0.791 倍 0.722 億 0.668 泣 0.632 暗 0.632 陪 0.577 部 0.577 粒 0.577 接 0.577 剖 0.577
従 縦 0.798 征 0.617 併 0.617 行 0.571 得 0.571 微 0.535 徒 0.535 律 0.535 待 0.535 径 0.535
頒 順 0.802 煩 0.802 項 0.750 頂 0.750 頼 0.707 領 0.707 傾 0.707 顧 0.671 類 0.671 額 0.671
純 維 0.800 紺 0.800 細 0.800 紡 0.800 紙 0.800 紅 0.800 紀 0.800 糾 0.800 縁 0.730 紹 0.730
検 険 0.833 剣 0.833 倹 0.833 験 0.772 味 0.612 吟 0.612 拾 0.548 論 0.500 搭 0.500 創 0.500
匠 斤 0.926 近 0.857 逝 0.802 斥 0.802 庁 0.617 后 0.567 序 0.504 逓 0.429 圧 0.378 可 0.378
垣 堤 0.772 壇 0.684 恒 0.676 封 0.676 坊 0.676 地 0.676 増 0.668 場 0.668 時 0.617 掛 0.617
冷 領 0.596 鈴 0.596 齢 0.566 犯 0.447 吟 0.447 拾 0.400 印 0.400 倫 0.400 険 0.365 論 0.365
